page_id,region_id,keyword,sheet,row,route,k_exists,original_readiness,final_readiness,hold_reason,generation_allowed
candidate:tutor:kr-b300-c804-kr-c624-b3d9:region_tutor,,대전서구 오동,대전,87,/tutor/kr-b300-c804-kr-c624-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c11c-ad6c-kr-c6b0-ba85-b3d9:region_tutor,,우명동,대전,88,/tutor/kr-b300-c804-kr-c11c-ad6c-kr-c6b0-ba85-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c6d0-b0b4-b3d9:region_tutor,,원내동,대전,90,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c6d0-b0b4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-b300-c815-b3d9:region_tutor,,대정동,대전,92,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-b300-c815-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c6a9-acc4-b3d9:region_tutor,,대전유성구 용계동,대전,93,/tutor/kr-b300-c804-kr-c6a9-acc4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-acc4-c0b0-b3d9:region_tutor,,계산동,대전,95,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-acc4-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c131-bd81-b3d9:region_tutor,,성북동,대전,96,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c131-bd81-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c138-b3d9:region_tutor,,대전유성구 세동,대전,97,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c138-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c1a1-c815-b3d9:region_tutor,,송정동,대전,98,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c1a1-c815-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-bc29-b3d9:region_tutor,,대전유성구 방동,대전,99,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-bc29-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-bd09-ba85-b3d9:region_tutor,,봉명동,대전,100,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-bd09-ba85-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-ad6c-c554-b3d9:region_tutor,,구암동,대전,101,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-ad6c-c554-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-b355-ba85-b3d9:region_tutor,,덕명동,대전,102,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-b355-ba85-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c0c1-b300-b3d9:region_tutor,,상대동,대전,104,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c0c1-b300-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c7a5-b300-b3d9:region_tutor,,장대동,대전,106,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c7a5-b300-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-ac11-b3d9:region_tutor,,대전유성구 갑동,대전,107,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-ac11-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c9c0-c871-b3d9:region_tutor,,지족동,대전,109,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c9c0-c871-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c8fd-b3d9:region_tutor,,대전유성구 죽동,대전,110,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c8fd-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-ad81-b3d9:region_tutor,,대전유성구 궁동,대전,111,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-ad81-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c5b4-c740-b3d9:region_tutor,,어은동,대전,112,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c5b4-c740-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-ad6c-c131-b3d9:region_tutor,,구성동,대전,113,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-ad6c-c131-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c2e0-c131-b3d9:region_tutor,,신성동,대전,114,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c2e0-c131-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-ac00-c815-b3d9:region_tutor,,가정동,대전,115,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-ac00-c815-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-b3c4-b8e1-b3d9:region_tutor,,도룡동,대전,116,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-b3c4-b8e1-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c7a5-b3d9:region_tutor,,대전유성구 장동,대전,117,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c7a5-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-b355-c9c4-b3d9:region_tutor,,덕진동,대전,118,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-b355-c9c4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-d558-ae30-b3d9:region_tutor,,하기동,대전,119,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-d558-ae30-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-cd94-baa9-b3d9:region_tutor,,추목동,대전,120,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-cd94-baa9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c790-c6b4-b3d9:region_tutor,,자운동,대전,121,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c790-c6b4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c2e0-bd09-b3d9:region_tutor,,신봉동,대전,122,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c2e0-bd09-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c218-b0a8-b3d9:region_tutor,,수남동,대전,123,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c218-b0a8-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c548-c0b0-b3d9:region_tutor,,안산동,대전,124,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c548-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c678-c0bc-b3d9:region_tutor,,외삼동,대전,125,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c678-c0bc-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-bc18-c11d-b3d9:region_tutor,,반석동,대전,126,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-bc18-c11d-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-bb38-c9c0-b3d9:region_tutor,,문지동,대전,127,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-bb38-c9c0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c804-bbfc-b3d9:region_tutor,,전민동,대전,128,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c804-bbfc-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c6d0-cd0c-b3d9:region_tutor,,원촌동,대전,129,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c6d0-cd0c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-d0d1-b9bd-b3d9:region_tutor,,탑립동,대전,130,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-d0d1-b9bd-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-c6a9-c0b0-b3d9:region_tutor,,용산동,대전,131,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-c6a9-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-bd09-c0b0-b3d9:region_tutor,,봉산동,대전,132,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-bd09-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-ad00-d3c9-b3d9:region_tutor,,관평동,대전,133,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-ad00-d3c9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c720-c131-ad6c-kr-d654-c554-b3d9:region_tutor,,화암동,대전,134,/tutor/kr-b300-c804-kr-c720-c131-ad6c-kr-d654-c554-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c624-c815-b3d9:region_tutor,,오정동,대전,135,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c624-c815-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-b300-d654-b3d9:region_tutor,,대화동,대전,136,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-b300-d654-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c74d-b0b4-b3d9:region_tutor,,읍내동,대전,137,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c74d-b0b4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c5f0-cd95-b3d9:region_tutor,,연축동,대전,138,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c5f0-cd95-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c2e0-b300-b3d9:region_tutor,,신대동,대전,139,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c2e0-b300-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c640-b3d9:region_tutor,,대전대덕구 와동,대전,140,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c640-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c1a1-cd0c-b3d9:region_tutor,,송촌동,대전,141,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c1a1-cd0c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c911-b9ac-b3d9:region_tutor,,중리동,대전,143,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c911-b9ac-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c11d-bd09-b3d9:region_tutor,,석봉동,대전,145,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c11d-bd09-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-baa9-c0c1-b3d9:region_tutor,,목상동,대전,146,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-baa9-c0c1-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-bb38-d3c9-b3d9:region_tutor,,문평동,대전,147,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-bb38-d3c9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c2e0-c77c-b3d9:region_tutor,,신일동,대전,148,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c2e0-c77c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-b355-c554-b3d9:region_tutor,,덕암동,대전,149,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-b355-c554-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c0c1-c11c-b3d9:region_tutor,,상서동,대전,150,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c0c1-c11c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c7a5-b3d9:region_tutor,,대전대덕구 장동,대전,152,/tutor/kr-b300-c804-kr-c7a5-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c6a9-d638-b3d9:region_tutor,,용호동,대전,153,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c6a9-d638-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-c774-d604-b3d9:region_tutor,,이현동,대전,154,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-c774-d604-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-ac08-c804-b3d9:region_tutor,,갈전동,대전,155,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-ac08-c804-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-bd80-c218-b3d9:region_tutor,,부수동,대전,156,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-bd80-c218-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-b300-b355-ad6c-kr-d669-d638-b3d9:region_tutor,,황호동,대전,157,/tutor/kr-b300-c804-kr-b300-b355-ad6c-kr-d669-d638-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-c804-kr-c0bc-c815-b3d9:region_tutor,,대전대덕구 삼정동,대전,158,/tutor/kr-b300-c804-kr-c0bc-c815-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c:region_tutor,,대구,대구,2,/tutor/kr-b300-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-bd81-ad6c:region_tutor,,대구북구,대구,3,/tutor/kr-b300-ad6c-kr-b300-ad6c-bd81-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b2ec-c11c-ad6c:region_tutor,,달서구,대구,5,/tutor/kr-b300-ad6c-kr-b2ec-c11c-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b2ec-c131-ad70:region_tutor,,달성군,대구,6,/tutor/kr-b300-ad6c-kr-b2ec-c131-ad70/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-b3d9-ad6c:region_tutor,,대구동구,대구,7,/tutor/kr-b300-ad6c-kr-b300-ad6c-b3d9-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c11c-ad6c:region_tutor,,대구서구,대구,8,/tutor/kr-b300-ad6c-kr-b300-ad6c-c11c-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-c218-c131-ad6c:region_tutor,,수성구,대구,9,/tutor/kr-b300-ad6c-kr-c218-c131-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c:region_tutor,,대구중구,대구,10,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b9e4-cc9c-b3d9:region_tutor,,매천동,대구,17,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b9e4-cc9c-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ce60-c131-b3d9:region_tutor,,칠성동,대구,21,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ce60-c131-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-d0dc-c804-b3d9:region_tutor,,태전동,대구,23,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-d0dc-c804-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c774-cc9c-b3d9:region_tutor,,이천동,대구,26,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c774-cc9c-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-ace1-b3d9:region_tutor,,대곡동,대구,28,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-ace1-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bcf8-b9ac-b3d9:region_tutor,,본리동,대구,32,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bcf8-b9ac-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c1a1-d604-b3d9:region_tutor,,송현동,대구,35,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c1a1-d604-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-b2f9-b3d9:region_tutor,,신당동,대구,36,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-b2f9-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6d4-c131-b3d9:region_tutor,,월성동,대구,38,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6d4-c131-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c7a5-ae30-b3d9:region_tutor,,장기동,대구,41,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c7a5-ae30-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c8fd-c804-b3d9:region_tutor,,죽전동,대구,42,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c8fd-c804-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c9c4-cc9c-b3d9:region_tutor,,진천동,대구,43,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c9c4-cc9c-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ac01-c0b0-b3d9:region_tutor,,각산동,대구,46,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ac01-c0b0-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ad34-c804-b3d9:region_tutor,,괴전동,대구,47,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ad34-c804-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bd09-bb34-b3d9:region_tutor,,봉무동,대구,50,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bd09-bb34-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-ae30-b3d9:region_tutor,,신기동,대구,53,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-ae30-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-cc9c-b3d9:region_tutor,,신천동,대구,54,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-cc9c-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c728-c554-b3d9:region_tutor,,율암동,대구,56,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c728-c554-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c728-d558-b3d9:region_tutor,,율하동,대구,57,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c728-d558-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6d0-b300-b3d9:region_tutor,,원대동,대구,63,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6d0-b300-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
candidate:tutor:kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b178-bcc0-b3d9:region_tutor,,노변동,대구,66,/tutor/kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b178-bcc0-b3d9/region_tutor,true,READY_AS_IS,READY_AS_IS,,true
